serial_number,session_id,date,time,lat,long,uv_bcc,blue_bcc,ir_bcc,uv_babs,blue_babs,ir_babs,date_time,day_type,id,date_start,date_end,start_time,end_time,exp_type,settlement_id,time_of_day,type_of_settlement
MA200-0420,59,2023-05-19,10:18:30,-15.769681334495544,35.04080132767558,6865,5889,3962,127102.8345837,86387.10000453,30842.646155370003,2023-05-19T10:18:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:19:00,-15.76996487379074,35.04076499119401,50800,24190,9343,940542.4613039999,354848.6923263,72731.66154205501,2023-05-19T10:19:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:19:30,-15.770237505435944,35.04064782336354,17886,9190,3334,331152.41068668,134810.2307763,25953.90769359,2023-05-19T10:19:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:20:00,-15.770511865615845,35.04049915447831,10032,9963,7210,185738.62149216,146149.54616151,56127.07692585,2023-05-19T10:20:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:20:30,-15.770615458488464,35.04073432832956,6010,5986,5198,111272.83843379999,87810.01538922,40464.43077123,2023-05-19T10:20:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:21:00,-15.77071052789688,35.041011825203896,7118,5343,3562,131787.03227484,78377.70000411,27728.80000137,2023-05-19T10:21:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:21:30,-15.77076095342636,35.041128158569336,2157,1784,526,39936.02537466,26169.90769368,4094.70769251,2023-05-19T10:21:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:22:00,-15.770755112171171,35.04139365255833,1382,1771,196,25587.19845516,25979.20769367,1525.7846154600002,2023-05-19T10:22:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:22:30,-15.770848333835602,35.04165132343769,1340,1328,219,24809.5846092,19480.73846256,1704.830769315,2023-05-19T10:22:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:23:00,-15.771003186702728,35.041747495532036,1524,1716,81,28216.273839119996,25172.400001320002,630.553846185,2023-05-19T10:23:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:23:30,-15.771114766597748,35.04192582890391,690,944,-230,12775.084612199998,13847.753846880001,-1790.4615385500001,2023-05-19T10:23:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:24:00,-15.771170735359192,35.042085994035006,1885,2134,112,34900.049991299995,31304.13846318,871.87692312,2023-05-19T10:24:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:24:30,-15.771098136901855,35.04187432676554,23480,24013,19462,434723.1691224,352252.23848001,151504.18462287,2023-05-19T10:24:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:25:00,-15.77116072177887,35.04163099080324,12385,12961,9691,229303.5114813,190127.90000997,75440.70769603501,2023-05-19T10:25:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:25:30,-15.771431803703308,35.041477989405394,5536,5633,4353,102496.91074368,82631.77692741,33886.430770905004,2023-05-19T10:25:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:26:00,-15.7715562582016,35.0412786565721,9309,9161,7455,172352.55457242,134384.82308397,58034.307695175004,2023-05-19T10:26:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:26:30,-15.77155578136444,35.041052989661694,34336,25880,17452,635717.83368768,379639.69232760003,135857.10769902,2023-05-19T10:26:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:27:00,-15.771680772304537,35.04084099084139,15086,10230,6775,279311.48762267997,150066.2307771,52740.769233375,2023-05-19T10:27:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:27:30,-15.771847188472748,35.040650989860296,7181,6688,4930,132953.45304378,98107.81538976,38378.15384805,2023-05-19T10:27:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:28:00,-15.771989405155182,35.040320821106434,7913,7078,5434,146506.15150193998,103828.81539006,42301.60000209,2023-05-19T10:28:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:28:30,-15.772175908088684,35.040041990578175,5611,4635,3430,103885.50689717999,67991.88461895,26701.230770550002,2023-05-19T10:28:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:29:00,-15.772343397140505,35.03985499590635,2991,2078,1202,55377.214601579995,30482.661540060002,9357.10769277,2023-05-19T10:29:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:29:30,-15.772373616695404,35.039529494941235,13741,8681,4054,254409.32993657998,127343.59231437,31558.830770790002,2023-05-19T10:29:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:30:00,-15.772340536117554,35.03949215635657,64069,52080,38074,1186212.89278122,763973.5385016,296391.44616849,2023-05-19T10:30:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:30:30,-15.772348046302795,35.03947949409485,43919,32321,22599,813143.3928742199,474124.20771717,175924.52308561502,2023-05-19T10:30:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:31:00,-15.772315859794617,35.03942982852459,66899,53998,41623,1238609.25430662,792109.1231184601,324019.046169855,2023-05-19T10:31:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:31:30,-15.772275865077972,35.03917582705617,28867,16789,10856,534461.40217446,246281.71539753,84509.78461956,2023-05-19T10:31:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:32:00,-15.772306203842165,35.03898449242115,2127,1197,744,39380.58691326,17559.069231690002,5791.75384644,2023-05-19T10:32:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:32:30,-15.772263824939728,35.03876715898514,1099,1274,845,20347.562302619997,18688.60000098,6578.000000325001,2023-05-19T10:32:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:33:00,-15.77222752571106,35.03851682692766,3338,2346,1048,61801.786138439995,34414.015386420004,8158.276923480001,2023-05-19T10:33:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:33:30,-15.772195875644684,35.038368824869394,73415,30829,9119,1359250.4881227,452237.71540833,70987.907695815,2023-05-19T10:33:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:34:00,-15.772189199924467,35.03817265853286,9155,6567,3517,169501.3038039,96332.83846659001,27378.492309045003,2023-05-19T10:34:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:34:30,-15.772188067436218,35.038111820816994,41242,22521,9346,763579.7675019599,330365.74617117003,72755.01538821,2023-05-19T10:34:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:35:00,-15.772334933280945,35.037934489548206,133504,70534,26410,2471775.2116915197,1034679.52313118,205591.69231785001,2023-05-19T10:35:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:35:30,-15.772619426250458,35.03788315504789,1585,3986,4850,29345.665377299996,58471.55384922,37755.384617250005,2023-05-19T10:35:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:36:00,-15.772966086864471,35.037844996899366,5754,5445,4109,106533.09689651999,79873.96154265001,31986.984616965,2023-05-19T10:36:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:36:30,-15.772973597049711,35.03757865726948,2599,3744,2518,48119.485372619994,54921.600002880004,19601.661539430002,2023-05-19T10:36:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:37:00,-15.77311360836029,35.03736348822713,1972,3940,4182,36510.82152936,57796.769233800005,32555.26154007,2023-05-19T10:37:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:37:30,-15.773198306560516,35.037217658013105,-793,797,990,-14682.089996339999,11691.37692369,7706.76923115,2023-05-19T10:37:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:38:00,-15.773409068584442,35.03705649077892,1009,1767,1802,18681.246918419998,25920.53077059,14027.87692377,2023-05-19T10:38:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:38:30,-15.773691713809969,35.03708282485604,1047,1276,1534,19384.80230286,18717.93846252,11941.60000059,2023-05-19T10:38:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:39:00,-15.773922145366669,35.03688399121165,3744,3580,2146,69318.71998272,52515.846156600004,16705.78461621,2023-05-19T10:39:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:39:30,-15.774149000644684,35.03670999035239,10222,8381,4531,189256.39841435998,122942.82308337,35272.092309435,2023-05-19T10:39:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:40:00,-15.774439930915833,35.036546159535646,4047,3188,2262,74928.64844286,46765.50769476,17608.80000087,2023-05-19T10:40:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:40:30,-15.774624049663544,35.036671824753284,1765,2490,2121,32678.2961457,36526.3846173,16511.169231585,2023-05-19T10:40:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:41:00,-15.774748623371124,35.03694565594196,1158,1749,1492,21439.924610039998,25656.484616730002,11614.646154420001,2023-05-19T10:41:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:41:30,-15.774578511714935,35.03716999292374,3065,3943,2719,56747.296139699996,57840.776926110004,21166.369231815002,2023-05-19T10:41:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:42:00,-15.774351358413696,35.0373376570642,6408,6226,5204,118641.65535503998,91330.63077402,40511.13846354,2023-05-19T10:42:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:42:30,-15.77407819032669,35.037481155246496,6171,5348,4133,114253.69150998,78451.04615796001,32173.815386205002,2023-05-19T10:42:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:43:00,-15.773864030838013,35.037746492773294,3952,3724,1827,73169.75998176,54628.21538748,14222.492308395002,2023-05-19T10:43:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:43:30,-15.773631513118744,35.03794815391302,1828,3246,2264,33844.71691464,47616.32307942,17624.36923164,2023-05-19T10:43:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:44:00,-15.77384740114212,35.03820365294814,2298,2788,1446,42546.58614324,40897.81538676,11256.553846710001,2023-05-19T10:44:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:44:30,-15.774101316928864,35.03836249560118,445,976,-601,8239.0038441,14317.16923152,-4678.553846385,2023-05-19T10:44:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:45:00,-15.774346888065338,35.038152154535055,1590,1561,584,29438.238454199996,22898.66923197,4546.21538484,2023-05-19T10:45:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:45:30,-15.77458155155182,35.03796099126339,3035,2423,1654,56191.857678299995,35543.54615571,12875.753846790001,2023-05-19T10:45:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:46:00,-15.77480548620224,35.037732150405645,2711,2794,1403,50193.122295179994,40985.83077138,10921.815385155001,2023-05-19T10:46:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:46:30,-15.77502542734146,35.037497486919165,4377,3378,2931,81038.47151825999,49552.66154106,22816.707693435,2023-05-19T10:46:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:47:00,-15.77478325366974,35.03737682104111,8693,7038,3985,160947.55149833998,103242.04615926,31021.692309225,2023-05-19T10:47:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:47:30,-15.774503409862518,35.037262324243784,3328,3388,2761,61616.639984639995,49699.35384876,21493.323077985002,2023-05-19T10:47:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:48:00,-15.77426415681839,35.03710198774934,2434,2194,690,45064.57383492,32184.292309380002,5371.38461565,2023-05-19T10:48:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:48:30,-15.774046957492828,35.036825992166996,4950,5403,2585,91647.346131,79257.85385031,20123.230770225,2023-05-19T10:48:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:49:00,-15.774283707141876,35.03667216002941,3737,3998,2358,69189.11767506,58647.58461846,18356.12307783,2023-05-19T10:49:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:49:30,-15.77453738451004,35.03653382509947,10303,5243,1116,190756.08226013999,76910.77692711,8687.63076966,2023-05-19T10:49:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:50:00,-15.774678528308868,35.03676898777485,202,391,-89,3739.95230676,5735.66923107,-692.8307692650001,2023-05-19T10:50:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:50:30,-15.774702489376068,35.03703982383013,1719,2056,1800,31826.62383822,30159.93846312,14012.307693,2023-05-19T10:50:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:51:00,-15.774619400501251,35.03723416104913,2691,2658,774,49822.82998757999,38990.815386660004,6025.29230799,2023-05-19T10:51:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:51:30,-15.7748281955719,35.03736915439367,2331,2595,1369,43157.568450779996,38066.65384815,10657.138462065,2023-05-19T10:51:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:52:00,-15.775129735469818,35.03743915632367,5497,3820,1957,101774.84074386,56036.4615414,15234.492308445,2023-05-19T10:52:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:52:30,-15.775457680225372,35.03734132274985,6330,5244,3267,117197.51535539998,76925.44615788,25432.338462795,2023-05-19T10:52:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:53:00,-15.775676906108856,35.03734032437205,10678,8604,5822,197699.06302764,126214.06154508001,45322.03077147,2023-05-19T10:53:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:53:30,-15.775905847549438,35.03734465688467,7278,6155,3816,134749.37073564,90289.11538935,29706.09230916,2023-05-19T10:53:30Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,10:54:00,-15.776153028011322,35.03730249032378,6428,6204,5053,119011.94766263998,91007.90769708001,39335.661540405,2023-05-19T10:54:00Z,weekday,89,2023-05-19,2023-05-19,2023-05-19T09:25:00Z,2023-05-19T10:54:00Z,personal_monitoring,Ndirande,first_half,Informal
MA200-0420,59,2023-05-19,14:50:00,-15.785750210285189,35.0375746563077,1298,108,946,24031.97076324,1584.27692316,7364.24615421,2023-05-19T14:50:00Z,weekday,90,2023-05-19,2023-05-19,2023-05-19T14:50:00Z,2023-05-19T16:49:00Z,personal_monitoring,Ndirande,second_half,Informal
MA200-0420,59,2023-05-19,14:50:30,-15.78566837310791,35.03768015652895,-5649,-7279,-8857,-104589.06228161999,-106777.33077483,-68948.338464945,2023-05-19T14:50:30Z,weekday,90,2023-05-19,2023-05-19,2023-05-19T14:50:00Z,2023-05-19T16:49:00Z,personal_monitoring,Ndirande,second_half,Informal
MA200-0420,59,2023-05-19,14:51:00,-15.784208416938782,35.03855465725064,7533,5424,5784,139470.59765754,79565.90769648,45026.215386840006,2023-05-19T14:51:00Z,weekday,90,2023-05-19,2023-05-19,2023-05-19T14:50:00Z,2023-05-19T16:49:00Z,personal_monitoring,Ndirande,second_half,Informal
MA200-0420,59,2023-05-19,14:51:30,-15.782346844673157,35.03885365650058,19859,19486,19248,367681.74683142,285844.63078422,149838.27693048,2023-05-19T14:51:30Z,weekday,90,2023-05-19,2023-05-19,2023-05-19T14:50:00Z,2023-05-19T16:49:00Z,personal_monitoring,Ndirande,second_half,Informal
MA200-0420,59,2023-05-19,14:52:00,-15.780472695827484,35.03914249315858,6988,5829,4102,129380.13227543999,85506.94615833,31932.49230927,2023-05-19T14:52:00Z,weekday,90,2023-05-19,2023-05-19,2023-05-19T14:50:00Z,2023-05-19T16:49:00Z,personal_monitoring,Ndirande,second_half,Informal
MA200-0420,59,2023-05-19,14:52:30,-15.779177725315094,35.03887449204922,20093,19460,19045,372014.16683034,285463.2307842,148258.000007325,2023-05-19T14:52:30Z,weekday,90,2023-05-19,2023-05-19,2023-05-19T14:50:00Z,2023-05-19T16:49:00Z,personal_monitoring,Ndirande,second_half,Informal
MA200-0420,59,2023-05-19,14:53:00,-15.778257727622986,35.038059156388044,7102,4878,3362,131490.79842876,71556.50769606,26171.87692437,2023-05-19T14:53:00Z,weekday,90,2023-05-19,2023-05-19,2023-05-19T14:50:00Z,2023-05-19T16:49:00Z,personal_monitoring,Ndirande,second_half,Informal
MA200-0420,59,2023-05-19,14:53:30,-15.778111159801483,35.03790032491088,13281,11441,8774,245892.60686178,167830.66923957,68302.21538799,2023-05-19T14:53:30Z,weekday,90,2023-05-19,2023-05-19,2023-05-19T14:50:00Z,2023-05-19T16:49:00Z,personal_monitoring,Ndirande,second_half,Informal
MA200-0420,59,2023-05-19,14:54:00,-15.777892768383026,35.03766115382314,35827,19007,10950,663323.12521926,278818.06924539,85241.53846575001,2023-05-19T14:54:00Z,weekday,90,2023-05-19,2023-05-19,2023-05-19T14:50:00Z,2023-05-19T16:49:00Z,personal_monitoring,Ndirande,second_half,Informal
MA200-0420,59,2023-05-19,14:54:30,-15.777746319770811,35.03742732107639,36472,32520,25399,675265.05213936,477043.3846404,197721.446163615,2023-05-19T14:54:30Z,weekday,90,2023-05-19,2023-05-19,2023-05-19T14:50:00Z,2023-05-19T16:49:00Z,personal_monitoring,Ndirande,second_half,Informal
MA200-0420,59,2023-05-19,14:55:00,-15.777583539485931,35.037217658013105,61329,54452,45308,1135482.84664002,798768.95388804,352705.35386358004,2023-05-19T14:55:00Z,weekday,90,2023-05-19,2023-05-19,2023-05-19T14:50:00Z,2023-05-19T16:49:00Z,personal_monitoring,Ndirande,second_half,Informal
MA200-0420,59,2023-05-19,14:55:30,-15.777387499809263,35.03690765798092,11696,8477,5910,216546.94148448,124351.06923729001,46007.076925350004,2023-05-19T14:55:30Z,weekday,90,2023-05-19,2023-05-19,2023-05-19T14:50:00Z,2023-05-19T16:49:00Z,personal_monitoring,Ndirande,second_half,Informal
MA200-0420,59,2023-05-19,14:56:00,-15.777226865291595,35.03660298883915,4677,4406,3175,86592.85613226,64632.63077262,24716.153847375,2023-05-19T14:56:00Z,weekday,90,2023-05-19,2023-05-19,2023-05-19T14:50:00Z,2023-05-19T16:49:00Z,personal_monitoring,Ndirande,second_half,Informal
MA200-0420,59,2023-05-19,14:56:30,-15.777020335197449,35.03634115681052,12739,12145,10518,235857.68532581997,178157.80770165002,81878.58461943001,2023-05-19T14:56:30Z,weekday,90,2023-05-19,2023-05-19,2023-05-19T14:50:00Z,2023-05-19T16:49:00Z,personal_monitoring,Ndirande,second_half,Informal
MA200-0420,59,2023-05-19,14:57:00,-15.77683937549591,35.03600949421525,4587,3349,2163,84926.54074806,49127.253848730004,16838.123077755,2023-05-19T14:57:00Z,weekday,90,2023-05-19,2023-05-19,2023-05-19T14:50:00Z,2023-05-19T16:49:00Z,personal_monitoring,Ndirande,second_half,Informal
MA200-0420,59,2023-05-19,14:57:30,-15.776733040809631,35.03582799062133,11730,10610,7656,217176.43840739998,155640.5384697,59599.01538756,2023-05-19T14:57:30Z,weekday,90,2023-05-19,2023-05-19,2023-05-19T14:50:00Z,2023-05-19T16:49:00Z,personal_monitoring,Ndirande,second_half,Informal
